cust_id,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,avg_purchase,total_transactions,balance_group,normalized_balance
C11472,8625.355309,1.0,1945.95,0.0,1945.95,8004.403258,0.833333,0.0,0.833333,0.5,15,50,12000.0,3732.923009,3577.000998,0.0,12,38.919000000000004,65,High,0.9239491196470361
C11473,31.973194,0.545455,94.53,94.53,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,2100.0,114.614967,140.169606,0.0,12,47.265,2,Low,0.003424972466673824
C11474,112.973151,1.0,0.0,0.0,0.0,152.483846,0.0,0.0,0.0,0.083333,1,0,6000.0,552.938783,207.920808,0.0,12,,1,Low,0.012101697804992031
C11475,1337.162883,1.0,4544.48,2384.44,2160.04,0.0,0.75,0.083333,0.666667,0.0,0,25,7500.0,3394.95009,380.300298,0.083333,12,181.77919999999997,25,Medium,0.1432370521923206
C11476,1738.553751,1.0,0.0,0.0,0.0,90.195376,0.0,0.0,0.0,0.166667,3,0,1800.0,440.33622,581.499966,0.0,12,,3,Medium,0.18623409125179982
C11477,449.556041,0.454545,143.0,143.0,0.0,1135.028534,0.083333,0.083333,0.0,0.25,4,2,5000.0,4723.998143,351.230553,0.0,12,71.5,6,Low,0.04815649830454501
C11478,1227.548135,1.0,322.0,0.0,322.0,0.0,0.583333,0.0,0.583333,0.0,0,13,1000.0,133.36143,9285.151136,0.0,12,24.76923076923077,13,Medium,0.1314951069290044
C11479,48.213487,1.0,403.1,403.1,0.0,0.0,0.666667,0.666667,0.0,0.0,0,8,7000.0,341.196389,158.741704,0.666667,12,50.3875,8,Low,0.005164634646677349
C11480,58.949864,1.0,2074.57,998.17,1076.4,0.0,0.916667,0.583333,0.5,0.0,0,25,6000.0,1694.490864,138.951551,0.333333,12,82.98280000000001,25,Low,0.0063147166690373955
C11481,1367.479599,0.818182,12375.0,0.0,12375.0,0.0,0.75,0.0,0.75,0.0,0,9,16500.0,15246.11594,295.779348,1.0,12,1375.0,9,Medium,0.1464845825322663
C11482,2920.392514,1.0,2673.73,1221.6,1452.13,5573.509394,1.0,0.333333,1.0,0.5,13,59,15000.0,3319.325665,649.154698,0.0,12,45.31745762711864,72,Medium,0.3128328046403606
C11483,6462.461789,1.0,479.98,479.98,0.0,6700.497558,0.083333,0.083333,0.0,0.25,7,1,10500.0,2373.476104,1834.125873,0.0,12,479.98,8,High,0.6922597002431682
C11484,1887.119184,1.0,2450.73,1450.73,1000.0,0.0,0.583333,0.166667,0.416667,0.0,0,13,4200.0,1534.31902,612.83515,0.0,12,188.5176923076923,13,Medium,0.20214843867434618
C11485,67.32184,1.0,685.15,567.65,117.5,0.0,1.0,1.0,0.416667,0.0,0,20,9000.0,526.120039,169.900038,0.3,12,34.2575,20,Low,0.007211523765996619
C11486,912.857498,1.0,831.03,93.0,738.03,0.0,0.571429,0.285714,0.714286,0.0,0,8,5500.0,95.682798,195.497298,0.0,7,103.87875,8,Low,0.097785407258554
C11487,961.391452,1.0,3783.25,2991.45,791.8,0.0,1.0,0.916667,0.75,0.0,0,38,11000.0,1906.997697,226.703216,0.0,12,99.5592105263158,38,Low,0.10298437036961552
C11488,1455.84622,1.0,592.82,450.49,142.33,433.604875,0.75,0.333333,0.5,0.333333,5,15,1500.0,1226.999404,546.45889,0.0,12,39.52133333333334,20,Medium,0.15595042582268015
C11489,44.687434,0.454545,679.0,620.0,59.0,0.0,0.333333,0.083333,0.166667,0.0,0,5,3750.0,717.927436,80.817599,0.3,12,135.8,5,Low,0.004786923416418882
C11490,7103.925375,1.0,220.74,0.0,220.74,5315.271763,0.25,0.0,0.166667,0.416667,15,3,10500.0,2070.710343,2923.119896,0.0,12,73.58,18,High,0.7609733583288714
C11491,2337.713483,1.0,773.7,773.7,0.0,0.0,0.833333,0.833333,0.0,0.0,0,20,9500.0,1004.760912,578.179464,0.0,12,38.685,20,Medium,0.2504161553033196
C11492,619.375758,1.0,6133.45,5932.61,200.84,0.0,1.0,1.0,0.5,0.0,0,129,7000.0,5505.517545,182.916276,0.833333,12,47.54612403100775,129,Low,0.0663476072385896
C11493,1168.007346,1.0,539.0,39.0,500.0,0.0,0.545455,0.090909,0.454545,0.0,0,6,8500.0,946.105536,255.864629,0.0,11,89.83333333333333,6,Medium,0.12511709030141832
C11494,556.359504,1.0,1111.12,0.0,1111.12,0.0,0.833333,0.0,0.833333,0.0,0,10,2500.0,1248.404553,171.42994,0.0,12,111.112,10,Low,0.0595972983735158
C11495,8151.985277,1.0,25615.07,25122.77,492.3,0.0,1.0,1.0,0.583333,0.0,0,56,17000.0,17575.20083,2465.465414,0.166667,12,457.4119642857143,56,High,0.8732416637028939
C11496,1.198223,0.909091,317.02,149.97,167.05,0.0,0.916667,0.75,0.666667,0.0,0,30,6000.0,304.637365,28.51825,0.0,12,10.567333333333332,30,Low,0.0001283537948675165
C11497,2492.985289,1.0,74.5,0.0,74.5,751.596843,0.083333,0.0,0.083333,0.333333,7,1,2500.0,1577.510657,997.74591,0.0,12,74.5,8,Medium,0.2670488902249768
C11499,4116.869029,1.0,0.0,0.0,0.0,5884.641102,0.0,0.0,0.0,0.166667,2,0,10500.0,7310.396611,1401.251858,0.1,12,,2,Medium,0.44099951582025876
C11500,1117.368286,1.0,972.38,0.0,972.38,0.0,1.0,0.0,1.0,0.0,0,21,1900.0,667.050505,538.835764,0.0,12,46.30380952380953,21,Medium,0.11969262797718996
C11501,5705.19862,0.909091,942.68,942.68,0.0,2432.714654,0.181818,0.181818,0.0,0.090909,2,2,9000.0,10909.20512,2007.753774,0.0,11,471.34,4,High,0.611141576609628
C11502,916.63778,1.0,4627.8,2742.39,1885.41,0.0,1.0,1.0,1.0,0.0,0,89,16500.0,6083.511913,289.474616,0.083333,12,51.997752808988764,89,Low,0.09819035153050452
C11503,63.685705,1.0,690.84,0.0,690.84,0.0,1.0,0.0,1.0,0.0,0,24,2500.0,676.624615,171.700116,1.0,12,28.785,24,Low,0.00682202053838323
C11504,965.605202,1.0,215.0,215.0,0.0,0.0,0.25,0.25,0.0,0.0,0,3,1000.0,398.080493,718.175953,0.0,12,71.66666666666667,3,Low,0.10343574778694352
C11505,173.658581,1.0,1210.0,0.0,1210.0,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,977.652258,113.492537,0.833333,8,151.25,8,Low,0.018602328517027297
C11506,4.382924,0.272727,130.24,0.0,152.24,0.0,0.083333,0.0,0.083333,0.0,0,0,14000.0,28988.97388,1092.184812,0.5,12,0.0,0,Low,0.00046949935697772024
C11507,1708.478796,1.0,1406.14,993.0,413.14,0.0,1.0,0.416667,0.916667,0.0,0,27,6500.0,449.234708,571.97134,0.0,12,52.07925925925926,27,Medium,0.1830124583798555
C11508,222.321892,0.909091,2417.54,1709.14,708.4,0.0,0.75,0.333333,0.5,0.0,0,17,8500.0,2222.490788,162.999636,1.0,12,142.20823529411766,17,Low,0.023815148365810168
C11509,465.033038,1.0,247.36,247.36,0.0,5291.769326,0.25,0.25,0.0,0.166667,9,2,8500.0,506.365178,188.551517,0.25,12,123.68,11,Low,0.04981439612331762
C11510,6138.163709,1.0,0.0,0.0,0.0,7193.574138,0.0,0.0,0.0,0.916667,22,0,11500.0,1337.056317,1654.077219,0.0,12,,22,High,0.6575208500990386
C11511,668.102701,1.0,4943.92,2300.09,2643.83,0.0,1.0,0.916667,1.0,0.0,0,52,7000.0,4869.034025,199.727571,1.0,12,95.07538461538462,52,Low,0.07156724335502467
C11512,4146.527042,1.0,178.0,178.0,0.0,764.579554,0.083333,0.083333,0.0,0.333333,4,1,8500.0,911.108606,1571.782709,0.0,12,178.0,5,Medium,0.44417648581397445
C11513,1687.08958,1.0,5094.17,4568.17,526.0,0.0,1.0,1.0,0.416667,0.0,0,70,8000.0,3606.985963,460.572295,0.0,12,72.77385714285714,70,Medium,0.18072124293595146
C11514,1995.089853,1.0,8335.69,7400.85,934.84,0.0,1.0,0.818182,0.272727,0.0,0,69,7000.0,3348.095046,1298.363292,0.0,11,120.80710144927536,69,Medium,0.2137142699933365
C11515,1818.447016,0.909091,413.0,333.0,80.0,1819.479671,0.454545,0.181818,0.272727,0.181818,8,7,2000.0,757.096312,1588.275968,0.0,11,59.0,15,Medium,0.19479226760720791
C11516,33.225168,0.909091,655.15,595.42,59.73,109.490343,1.0,1.0,0.166667,0.083333,1,16,500.0,736.122329,99.005409,0.222222,12,40.946875,17,Low,0.0035590840752604256
C11517,1060.736973,0.636364,0.0,0.0,0.0,2495.298926,0.0,0.0,0.0,0.166667,7,0,3000.0,3812.753505,414.430882,0.166667,12,,7,Medium,0.11362627477592434
C11518,129.613905,0.636364,1083.04,1083.04,0.0,0.0,0.333333,0.333333,0.0,0.0,0,10,5500.0,1958.462851,87.443335,1.0,12,108.304,10,Low,0.013884257416480713
C11519,262.106758,1.0,2625.84,2625.84,0.0,0.0,1.0,1.0,0.0,0.0,0,38,4500.0,2489.949174,167.452035,1.0,12,69.10105263157895,38,Low,0.02807690809617391
C11520,27.694103,0.444444,474.96,0.0,474.96,0.0,0.333333,0.0,0.222222,0.0,0,7,7500.0,611.396021,81.113509,1.0,9,67.85142857142857,7,Low,0.0029665957134038263
C11522,294.381106,1.0,828.0,0.0,828.0,0.0,0.6,0.0,0.5,0.0,0,6,1000.0,542.108571,203.364386,0.125,10,138.0,6,Low,0.03153414021630083
C11523,1895.786893,1.0,2131.31,510.65,1620.66,0.0,1.0,0.666667,0.916667,0.0,0,29,5500.0,1095.198415,563.713408,0.0,12,73.49344827586206,29,Medium,0.20307692472657296
C11524,2550.528085,1.0,0.0,0.0,0.0,3155.857852,0.0,0.0,0.0,0.8,17,0,3000.0,674.847656,616.794193,0.0,10,,17,Medium,0.27321288159710644
C11526,2475.660894,0.909091,440.0,440.0,0.0,0.0,0.272727,0.272727,0.0,0.0,0,3,10500.0,511.059528,492.803429,0.0,11,146.66666666666666,3,Medium,0.2651930989056365
C11527,1499.19943,1.0,3245.23,2870.33,374.9,0.0,1.0,1.0,0.833333,0.0,0,51,8000.0,2961.631164,373.675969,0.0,12,63.631960784313726,51,Medium,0.16059442700041449
C11528,3181.996689,0.909091,2046.06,1605.62,440.44,565.897178,1.0,0.583333,0.916667,0.083333,2,27,10400.0,9801.637331,1254.849545,0.0,12,75.78,29,Medium,0.3408558759838717
C11529,39.761286,0.454545,2858.26,1027.72,1830.54,0.0,1.0,0.75,1.0,0.0,0,40,7500.0,3327.955123,71.20589,0.3,12,71.4565,40,Low,0.00425923383786879
C11530,22.794308,0.636364,12.0,12.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,119.909635,85.190203,0.0,12,12.0,1,Low,0.0024417290714491297
C11531,2118.52034,1.0,0.0,0.0,0.0,4675.289021,0.0,0.0,0.0,0.5,8,0,4000.0,1420.257435,503.523911,0.0,12,,8,Medium,0.22693615891451033
C11532,2629.928623,1.0,2830.88,2019.76,811.12,95.275458,0.916667,0.916667,0.416667,0.083333,1,62,4500.0,4889.053647,1141.960634,0.0,12,45.65935483870968,63,Medium,0.2817182769757817
C11533,1057.585071,1.0,1008.3,1008.3,0.0,0.0,0.916667,0.916667,0.0,0.0,0,15,1200.0,1083.253347,416.746641,0.0,12,67.22,15,Medium,0.11328864264672091
C11534,180.315352,1.0,1642.26,446.32,1195.94,47.031268,1.0,0.25,0.833333,0.083333,1,24,7000.0,1609.27261,177.262274,0.916667,12,68.4275,25,Low,0.019315402643808398
C11536,2402.800575,1.0,0.0,0.0,0.0,481.288304,0.0,0.0,0.0,0.083333,1,0,7000.0,3590.813278,544.904786,0.0,12,,1,Medium,0.2573882925891931
C11537,3241.29164,1.0,1119.56,0.0,1119.56,4755.162871,1.0,0.0,0.916667,0.833333,14,13,12500.0,1441.367488,782.318388,0.0,12,86.11999999999999,27,Medium,0.3472075584147159
C11538,5868.206909,1.0,911.56,683.0,228.56,5761.320083,0.833333,0.666667,0.75,0.833333,45,45,9000.0,1068.212206,1894.826566,0.0,12,20.256888888888888,90,High,0.628603044540064
C11539,937.434519,1.0,1124.88,1085.63,39.25,0.0,0.416667,0.333333,0.083333,0.0,0,9,2500.0,993.196174,252.572491,0.0,12,124.98666666666668,9,Low,0.10041810076542931
C11540,4804.072481,1.0,0.0,0.0,0.0,1116.128466,0.0,0.0,0.0,0.583333,11,0,5000.0,1589.654582,1456.920041,0.0,12,,11,Medium,0.5146128339674293
C11541,1177.125233,1.0,8190.9,6949.66,1241.24,0.0,1.0,0.916667,0.5,0.0,0,56,5000.0,7007.797351,354.703333,0.416667,12,146.26607142857142,56,Medium,0.12609379947627408
C11542,4393.185874,1.0,0.0,0.0,0.0,10725.50074,0.0,0.0,0.0,0.5,21,0,8000.0,5943.975673,1631.426308,0.090909,12,,21,Medium,0.4705986101804649
C11543,1695.84301,1.0,317.4,64.9,252.5,215.132661,0.25,0.083333,0.25,0.333333,4,5,1800.0,708.699641,1118.084153,0.0,12,63.48,9,Medium,0.18165891143222232
C11544,1830.571451,1.0,737.67,737.67,0.0,1781.484344,0.25,0.25,0.0,0.416667,13,5,2000.0,2338.783266,838.165733,0.0,12,147.534,18,Medium,0.1960910385729418
C11545,167.505508,0.818182,1219.0,843.0,376.0,0.0,0.75,0.75,0.416667,0.0,0,21,4500.0,1989.674433,161.279514,0.666667,12,58.04761904761905,21,Low,0.017943210581845902
C11546,1075.401912,1.0,150.0,150.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,224.135558,443.646049,0.0,12,150.0,1,Medium,0.11519718484203945
C11547,392.992722,1.0,508.32,0.0,508.32,0.0,1.0,0.0,1.0,0.0,0,36,1500.0,168.998137,199.547052,0.0,12,14.12,36,Low,0.04209742862890709
C11548,136.743106,1.0,1466.05,1344.79,121.26,0.0,1.0,1.0,0.5,0.0,0,21,6000.0,1519.011448,191.955443,1.0,12,69.81190476190476,21,Low,0.014647938302862712
C11549,2619.752921,1.0,3563.07,2675.63,887.44,0.0,0.916667,0.666667,0.666667,0.0,0,69,4500.0,1227.952887,688.645056,0.0,12,51.638695652173915,69,Medium,0.2806282545282565
C11550,432.385707,1.0,2171.86,1048.28,1123.58,138.67751,0.833333,0.416667,0.416667,0.083333,1,20,1200.0,1980.281176,195.203093,0.0,12,108.593,21,Low,0.04631721001843905
C11551,4.392146,0.181818,47.96,0.0,47.96,0.0,0.166667,0.0,0.166667,0.0,0,4,3000.0,250.20211,87.580114,0.0,12,11.99,4,Low,0.00047048721874991815
C11552,109.681353,1.0,2118.66,0.0,2118.66,0.0,0.916667,0.0,0.916667,0.0,0,17,3000.0,2272.075479,153.071572,1.0,12,124.62705882352941,17,Low,0.011749079999093378
C11553,632.679411,1.0,1363.79,800.0,563.79,0.0,0.75,0.083333,0.666667,0.0,0,16,6000.0,2432.980638,219.177144,0.0,12,85.236875,16,Low,0.06777269618125771
C11554,3145.204423,1.0,3613.83,2752.76,861.07,0.0,1.0,0.416667,0.5,0.0,0,19,5700.0,1241.075833,1015.020218,0.0,12,190.2015789473684,19,Medium,0.3369146839329137
C11555,5925.82931,1.0,0.0,0.0,0.0,468.344852,0.0,0.0,0.0,0.166667,2,0,6500.0,1402.586222,2083.396706,0.0,12,,2,High,0.6347755632095669
C11556,5227.616927,1.0,0.0,0.0,0.0,3819.594336,0.0,0.0,0.0,1.0,27,0,5200.0,4995.602345,5363.753233,0.0,12,,27,High,0.5599829670220944
C11557,3019.914063,1.0,0.0,0.0,0.0,397.601082,0.0,0.0,0.0,0.181818,2,0,3300.0,626.302973,954.804381,0.0,11,,2,Medium,0.3234935651876406
C11558,26.485924,1.0,256.44,0.0,256.44,0.0,0.666667,0.0,0.666667,0.0,0,12,1500.0,235.328971,162.324595,0.166667,12,21.37,12,Low,0.002837175430593998
C11559,950.717606,0.909091,0.0,0.0,0.0,1304.763283,0.0,0.0,0.0,0.166667,3,0,1500.0,1441.710359,263.781591,0.0,12,,3,Low,0.10184098667565251
C11560,75.012641,0.545455,480.02,480.02,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1950.0,485.738057,86.502541,0.0,12,480.02,1,Low,0.008035363313327033
C11561,3156.418686,1.0,3471.99,2447.99,1024.0,1037.733925,1.0,0.833333,1.0,0.166667,2,57,4000.0,2482.014766,813.370825,0.0,12,60.91210526315789,59,Medium,0.33811595716226445
C11562,1229.938869,1.0,699.96,412.47,287.49,0.0,0.333333,0.166667,0.166667,0.0,0,9,2250.0,1333.446631,240.345071,0.0,12,77.77333333333334,9,Medium,0.1317512026485982
C11563,1589.41431,1.0,118.79,118.79,0.0,2176.940929,0.416667,0.416667,0.0,0.166667,5,5,4000.0,349.53025,487.369259,0.0,12,23.758000000000003,10,Medium,0.1702582560218217
C11564,1106.557102,1.0,1342.86,1149.91,192.95,3249.314496,0.333333,0.25,0.083333,0.25,4,13,6500.0,4421.574277,265.127884,0.0,12,103.29692307692306,17,Medium,0.11853453261980577
C11565,588.795215,0.636364,4116.0,0.0,4116.0,0.0,0.5,0.0,0.5,0.0,0,12,21500.0,8130.112361,224.763498,1.0,12,343.0,12,Low,0.06307181571801349
C11566,4627.588589,1.0,1774.46,1774.46,0.0,0.0,0.583333,0.583333,0.0,0.0,0,12,5200.0,864.174924,2154.424137,0.0,12,147.87166666666667,12,Medium,0.4957078577892146
C11567,2766.561266,1.0,1469.05,1469.05,0.0,1585.242991,0.333333,0.333333,0.0,0.166667,2,29,3000.0,591.132016,1196.391741,0.0,12,50.65689655172414,31,Medium,0.2963543824685228
C11568,5363.715074,1.0,118.41,118.41,0.0,4344.905863,0.083333,0.083333,0.0,0.333333,6,1,7000.0,1965.92346,1870.760877,0.0,12,118.41,7,High,0.5745618172376945
C11569,2963.244696,0.777778,0.0,0.0,0.0,5713.47546,0.0,0.0,0.0,0.444444,15,0,7000.0,6310.629888,839.474205,0.142857,9,,15,Medium,0.3174231356372231
C11570,211.84382,0.636364,2176.55,1043.31,1133.24,0.0,0.583333,0.5,0.5,0.0,0,45,8000.0,1826.642642,166.132353,0.285714,12,48.36777777777778,45,Low,0.02269273600676259
C11571,903.031624,1.0,494.7,0.0,494.7,1111.69,0.833333,0.0,0.833333,0.166667,6,10,1000.0,2210.461973,879.12421,0.0,12,49.47,16,Low,0.09673285842933768
C11572,793.713659,1.0,1307.0,1307.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,1,3000.0,1533.10785,115.667981,0.0,6,1307.0,1,Low,0.08502270459741797
C11573,8281.348085,1.0,4231.12,3101.11,1130.01,0.0,1.0,1.0,0.583333,0.0,0,43,10500.0,2856.165405,2046.341231,0.0,12,98.39813953488373,43,High,0.887099023577907
C11574,100.904785,1.0,1281.44,1202.44,79.0,0.0,1.0,1.0,0.166667,0.0,0,31,12000.0,1271.161266,184.798996,0.916667,12,41.336774193548386,31,Low,0.01080893295742183
C11575,140.741786,1.0,1547.68,1459.59,88.09,0.0,1.0,1.0,0.416667,0.0,0,27,7500.0,1157.317558,151.597832,0.875,12,57.321481481481484,27,Low,0.015076277395386254
C11576,3947.749703,0.5,525.65,525.65,0.0,7714.493122,0.333333,0.333333,0.0,0.166667,1,7,10000.0,918.584591,1266.340755,0.0,6,75.09285714285714,8,Medium,0.42288343285612207
C11577,1981.929376,1.0,145.8,0.0,145.8,0.0,0.833333,0.0,0.75,0.0,0,10,6000.0,2803.926679,467.477726,0.083333,12,14.580000000000002,10,Medium,0.2123045180813663
C11578,975.946428,1.0,1572.42,783.03,789.39,1910.395479,1.0,0.583333,1.0,0.416667,11,34,1700.0,4024.595117,559.828935,0.166667,12,46.24764705882353,45,Low,0.10454350118567032
C11579,2807.729258,1.0,0.0,0.0,0.0,109.708511,0.0,0.0,0.0,0.166667,2,0,3000.0,616.424424,985.64549,0.0,12,,2,Medium,0.3007643028258148
C11580,2613.123168,1.0,0.0,0.0,0.0,609.316112,0.0,0.0,0.0,0.166667,3,0,3000.0,592.143167,1404.749726,0.0,12,,3,Medium,0.2799180745729525
C11581,6.576315,0.272727,74.49,0.0,74.49,0.0,0.25,0.0,0.166667,0.0,0,3,4000.0,45.19561,42.397448,0.166667,12,24.83,3,Low,0.0007044556701834064
C11582,778.475416,1.0,353.52,158.0,195.52,1183.478018,0.666667,0.083333,0.583333,0.416667,9,10,1500.0,219.322142,278.916478,0.0,12,35.352,19,Low,0.08339038213643751
C11583,7170.30572,1.0,3109.28,2724.52,384.76,2560.207055,1.0,1.0,0.833333,0.5,7,48,9500.0,2055.673322,1961.161822,0.0,12,64.77666666666667,55,High,0.7680840290348794
C11585,1579.158781,1.0,4175.25,2095.35,2079.9,0.0,1.0,0.166667,0.916667,0.0,0,50,8000.0,1980.952607,406.75838,0.0,12,83.505,50,Medium,0.16915968249625607
C11586,131.459201,1.0,705.84,0.0,705.84,0.0,0.916667,0.0,0.916667,0.0,0,11,13500.0,669.589,208.164096,0.454545,12,64.16727272727273,11,Low,0.01408192575055029
C11587,1764.520491,0.909091,100.0,100.0,0.0,440.715034,0.083333,0.083333,0.0,0.083333,1,1,3000.0,3815.758864,466.396201,0.125,12,100.0,2,Medium,0.1890156516285729
C11588,1787.535327,1.0,0.0,0.0,0.0,5566.777503,0.0,0.0,0.0,0.25,8,0,7500.0,4592.708912,461.680587,0.0,12,,8,Medium,0.19148100368645657
C11589,2769.640442,1.0,738.06,738.06,0.0,1273.269924,0.5,0.5,0.0,0.333333,5,8,4500.0,740.45306,701.288299,0.0,12,92.2575,13,Medium,0.2966842241796775
C11590,0.0,0.0,88.62,0.0,88.62,0.0,0.583333,0.0,0.5,0.0,0,7,3500.0,58.761299,864.2065423050826,0.0,12,12.66,7,,0.0
C11591,774.709467,1.0,462.0,0.0,462.0,864.137815,1.0,0.0,1.0,0.166667,2,24,6000.0,703.328852,229.278664,0.0,12,19.25,26,Low,0.08298697321720669
C11592,4533.066139,1.0,0.0,0.0,0.0,256.722556,0.0,0.0,0.0,0.083333,1,0,8000.0,1588.74192,1347.262562,0.0,12,,1,Medium,0.48558260134056097
C11593,3044.194951,1.0,934.21,112.0,822.21,75.711826,0.75,0.083333,0.666667,0.166667,2,38,3000.0,1268.702405,2050.327011,0.0,12,24.584473684210526,40,Medium,0.32609453689119927
C11594,1101.085631,1.0,0.0,0.0,0.0,164.836712,0.0,0.0,0.0,0.166667,2,0,1200.0,270.956427,345.479341,0.0,12,,2,Medium,0.1179484279745456
C11595,18.218714,0.272727,89.0,0.0,89.0,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,1095.921001,173.068884,1.0,12,89.0,1,Low,0.0019515908804170433
C11596,7.472301,0.181818,80.0,0.0,80.0,0.0,0.166667,0.0,0.083333,0.0,0,2,3000.0,168.885534,58.643303,0.090909,12,40.0,2,Low,0.0008004338005048629
C11597,1258.079397,1.0,1242.46,778.61,463.85,1145.724422,1.0,0.5,1.0,0.416667,8,33,4500.0,3169.465442,299.254363,0.083333,12,37.65030303030303,41,Medium,0.1347656194628102
C11598,497.787017,1.0,114.54,114.54,0.0,1573.646488,0.083333,0.083333,0.0,0.166667,2,1,1000.0,2060.33172,220.633128,0.166667,12,114.54,3,Low,0.05332300637504951
C11599,8767.5693,1.0,0.0,0.0,0.0,4582.065405,0.0,0.0,0.0,0.25,10,0,9000.0,1824.244866,2259.461833,0.0,12,,10,High,0.9391830998227668
C11600,843.357393,1.0,45.0,45.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,304.408605,312.893487,0.0,12,45.0,1,Low,0.09034054747832873
C11601,1080.667451,1.0,3895.67,697.85,3197.82,135.404437,1.0,0.416667,1.0,0.166667,3,49,6500.0,2571.280305,314.038049,0.166667,12,79.5034693877551,52,Medium,0.11576123002617705
C11602,2945.285382,1.0,185.98,55.0,130.98,0.0,0.416667,0.083333,0.333333,0.0,0,9,3000.0,1009.97564,1102.79511,0.0,12,20.66444444444444,9,Medium,0.3154993317166529
C11603,3608.548972,0.9,1664.02,1620.6,43.42,3899.963528,0.5,0.5,0.1,0.3,5,15,5000.0,1043.772722,1488.313908,0.0,10,110.93466666666667,20,Medium,0.3865482089072531
C11604,1209.733106,1.0,1298.56,169.9,1128.66,0.0,1.0,0.083333,1.0,0.0,0,47,1200.0,1558.812198,1543.178369,0.0,12,27.628936170212764,47,Medium,0.12958675883534834
C11605,21.664126,1.0,271.86,30.0,241.86,0.0,1.0,0.083333,0.916667,0.0,0,12,4000.0,263.919053,144.825209,0.777778,12,22.655,12,Low,0.002320663836855102
C11606,27.832009,1.0,366.6,0.0,366.6,0.0,1.0,0.0,1.0,0.0,0,12,5000.0,364.834065,82.215933,0.25,12,30.55,12,Low,0.0029813682210547395
C11607,1247.384513,1.0,405.5,138.5,267.0,0.0,0.5,0.166667,0.416667,0.0,0,12,6500.0,1131.607754,291.293418,0.0,12,33.791666666666664,12,Medium,0.13361998217570434
C11608,1052.127315,1.0,354.48,0.0,354.48,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,571.417096,1618.201652,0.0,12,29.540000000000003,12,Medium,0.11270400715394456
C11609,110.400892,1.0,486.72,0.0,486.72,0.0,1.0,0.0,0.916667,0.0,0,12,1000.0,278.441988,207.232063,0.1,12,40.56,12,Low,0.01182615710511219
C11610,3232.346639,1.0,0.0,0.0,0.0,172.063782,0.0,0.0,0.0,0.333333,8,0,3500.0,664.715954,1567.921939,0.0,12,,8,Medium,0.3462493688094056
C11611,498.355964,1.0,2434.7,931.7,1503.0,0.0,1.0,0.416667,1.0,0.0,0,27,4500.0,4242.383449,245.295678,0.25,12,90.17407407407407,27,Low,0.05338395204753993
C11612,2774.249582,1.0,21802.6,21802.6,0.0,1771.824164,1.0,1.0,0.0,0.083333,4,72,13000.0,22350.29247,562.887574,0.916667,12,302.81388888888887,76,Medium,0.29717795582234807
C11613,2332.392373,1.0,306.36,0.0,306.36,0.0,0.25,0.0,0.166667,0.0,0,3,7000.0,670.376849,627.343242,0.0,12,102.12,3,Medium,0.2498461573468395
C11614,3630.771485,1.0,0.0,0.0,0.0,10519.48252,0.0,0.0,0.0,0.666667,15,0,9000.0,5171.793236,929.686078,0.090909,12,,15,Medium,0.3889286872281022
C11615,4676.575915,1.0,453.64,0.0,453.64,1984.010422,0.333333,0.0,0.333333,0.166667,5,4,8000.0,1274.301021,2539.523493,0.0,12,113.41,9,Medium,0.5009553861645774
C11616,39.477741,0.545455,325.66,325.66,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,1000.0,288.039256,107.908566,0.0,12,46.52285714285715,7,Low,0.004228860462657574
C11617,8.04034,0.181818,176.85,176.85,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,6000.0,266.209837,169.928063,1.0,12,44.2125,4,Low,0.0008612822079238069
C11618,83.004246,1.0,726.89,482.51,244.38,0.0,0.833333,0.583333,0.666667,0.0,0,23,3000.0,666.292539,179.204296,0.166667,12,31.60391304347826,23,Low,0.008891425022067575
C11619,197.02206,1.0,3824.78,1722.51,2102.27,0.0,1.0,0.666667,1.0,0.0,0,80,3000.0,3458.142743,133.505122,0.833333,12,47.80975,80,Low,0.021105027255874348
C11621,223.818492,1.0,1702.42,725.0,977.42,0.0,0.916667,0.083333,0.833333,0.0,0,12,7300.0,1913.220366,208.079912,0.25,12,141.86833333333334,12,Low,0.023975464341549846
C11622,2270.429964,1.0,8257.26,6367.49,1889.77,4134.316549,1.0,1.0,1.0,0.75,15,139,13000.0,12080.20143,595.825281,0.25,12,59.40474820143885,154,Medium,0.2432087364875477
C11623,341.379209,1.0,426.92,426.92,0.0,36.144056,0.416667,0.416667,0.0,0.083333,1,13,3000.0,595.682302,176.911112,0.0,12,32.84,14,Low,0.036568582779683785
